index,source,target,context,proto language,daughter language
3264,h,ɔ,N/A,Proto-Indo-European,Boeotian Greek
3265,n,ɔ, / _\ipa{s},Proto-Indo-European,Boeotian Greek
3266,oː,uː,N/A,Proto-Indo-European,Boeotian Greek
3267,bʱ,pʰ,N/A,Proto-Indo-European,Coan Greek
3268,dʱ,tʰ,N/A,Proto-Indo-European,Coan Greek
3269,ɡʱ,kʰ,N/A,Proto-Indo-European,Coan Greek
3270,s,h, / \#_,Proto-Indo-European,Coan Greek
3271,s,h, / V_V,Proto-Indo-European,Coan Greek
3272,t,ts, / _\ipa{i},Proto-Indo-European,Coan Greek
3273,j,h,N/A,Proto-Indo-European,Coan Greek
3274,kʷ,t, / _E,Proto-Indo-European,Coan Greek
3275,kʰʷ,tʰ, / _E,Proto-Indo-European,Coan Greek
3276,ɡʷ,d, / _E,Proto-Indo-European,Coan Greek
3277,kʷ,p," / _\{\ipa{a,o},C\}",Proto-Indo-European,Coan Greek
3278,kʰʷ,pʰ," / _\{\ipa{a,o},C\}",Proto-Indo-European,Coan Greek
3279,ɡʷ,b," / _\{\ipa{a,o},C\}",Proto-Indo-European,Coan Greek
3280,kʷ,k, / _\ipa{u},Proto-Indo-European,Coan Greek
3281,kʰʷ,kʰ, / _\ipa{u},Proto-Indo-European,Coan Greek
3282,ɡʷ,ɡ, / _\ipa{u},Proto-Indo-European,Coan Greek
3283,kʷ,k, / \ipa{u}_,Proto-Indo-European,Coan Greek
3284,kʰʷ,kʰ, / \ipa{u}_,Proto-Indo-European,Coan Greek
3285,ɡʷ,ɡ, / \ipa{u}_,Proto-Indo-European,Coan Greek
3286,ts,s,N/A,Proto-Indo-European,Coan Greek
3287,h,ɔ,N/A,Proto-Indo-European,Coan Greek
3288,n,ɔ, / _\ipa{s},Proto-Indo-European,Coan Greek
3289,ae:,εː,N/A,Proto-Indo-European,Coan Greek
3290,bʱ,pʰ,N/A,Proto-Indo-European,Cretan Greek
3291,dʱ,tʰ,N/A,Proto-Indo-European,Cretan Greek
3292,ɡʱ,kʰ,N/A,Proto-Indo-European,Cretan Greek
3293,s,h, / \#_,Proto-Indo-European,Cretan Greek
3294,s,h, / V_V,Proto-Indo-European,Cretan Greek
3295,t,ts, / _\ipa{i},Proto-Indo-European,Cretan Greek
3296,j,h,N/A,Proto-Indo-European,Cretan Greek
3297,kʷ,t, / _E,Proto-Indo-European,Cretan Greek
3298,kʰʷ,tʰ, / _E,Proto-Indo-European,Cretan Greek
3299,ɡʷ,d, / _E,Proto-Indo-European,Cretan Greek
3300,kʷ,p," / _\{\ipa{a,o},C\}",Proto-Indo-European,Cretan Greek
3301,kʰʷ,pʰ," / _\{\ipa{a,o},C\}",Proto-Indo-European,Cretan Greek
3302,ɡʷ,b," / _\{\ipa{a,o},C\}",Proto-Indo-European,Cretan Greek
3303,kʷ,k, / _\ipa{u},Proto-Indo-European,Cretan Greek
3304,kʰʷ,kʰ, / _\ipa{u},Proto-Indo-European,Cretan Greek
3305,ɡʷ,ɡ, / _\ipa{u},Proto-Indo-European,Cretan Greek
3306,kʷ,k, / \ipa{u}_,Proto-Indo-European,Cretan Greek
3307,kʰʷ,kʰ, / \ipa{u}_,Proto-Indo-European,Cretan Greek
3308,ɡʷ,ɡ, / \ipa{u}_,Proto-Indo-European,Cretan Greek
3309,ts,s,N/A,Proto-Indo-European,Cretan Greek
3310,h,ɔ,N/A,Proto-Indo-European,Cretan Greek
3311,n,ɔ, / _\ipa{s},Proto-Indo-European,Cretan Greek
3312,bʱ,pʰ,N/A,Proto-Indo-European,Doric Greek
3313,dʱ,tʰ,N/A,Proto-Indo-European,Doric Greek
3314,ɡʱ,kʰ,N/A,Proto-Indo-European,Doric Greek
3315,s,h, / \#_,Proto-Indo-European,Doric Greek
3316,s,h, / V_V,Proto-Indo-European,Doric Greek
3317,t,ts, / _\ipa{i},Proto-Indo-European,Doric Greek
3318,j,h,N/A,Proto-Indo-European,Doric Greek
3319,kʷ,t, / _E,Proto-Indo-European,Doric Greek
3320,kʰʷ,tʰ, / _E,Proto-Indo-European,Doric Greek
3321,ɡʷ,d, / _E,Proto-Indo-European,Doric Greek
3322,kʷ,p," / _\{\ipa{a,o},C\}",Proto-Indo-European,Doric Greek
3323,kʰʷ,pʰ," / _\{\ipa{a,o},C\}",Proto-Indo-European,Doric Greek
3324,ɡʷ,b," / _\{\ipa{a,o},C\}",Proto-Indo-European,Doric Greek
3325,kʷ,k, / _\ipa{u},Proto-Indo-European,Doric Greek
3326,kʰʷ,kʰ, / _\ipa{u},Proto-Indo-European,Doric Greek
3327,ɡʷ,ɡ, / _\ipa{u},Proto-Indo-European,Doric Greek
3328,kʷ,k, / \ipa{u}_,Proto-Indo-European,Doric Greek
3329,kʰʷ,kʰ, / \ipa{u}_,Proto-Indo-European,Doric Greek
3330,ɡʷ,ɡ, / \ipa{u}_,Proto-Indo-European,Doric Greek
3331,ts,s,N/A,Proto-Indo-European,Doric Greek
3332,h,ɔ,N/A,Proto-Indo-European,Doric Greek
3333,n,ɔ, / _\ipa{s},Proto-Indo-European,Doric Greek
3334,tʃ,t, / \#_,Proto-Indo-European,Doric Greek
3335,tʃ,tː, / medial,Proto-Indo-European,Doric Greek
3336,bʱ,pʰ,N/A,Proto-Indo-European,Elian Greek
3337,dʱ,tʰ,N/A,Proto-Indo-European,Elian Greek
3338,ɡʱ,kʰ,N/A,Proto-Indo-European,Elian Greek
3339,s,h, / \#_,Proto-Indo-European,Elian Greek
3340,s,h, / V_V,Proto-Indo-European,Elian Greek
3341,t,ts, / _\ipa{i},Proto-Indo-European,Elian Greek
3342,j,h,N/A,Proto-Indo-European,Elian Greek
3343,kʷ,t, / _E,Proto-Indo-European,Elian Greek
3344,kʰʷ,tʰ, / _E,Proto-Indo-European,Elian Greek
3345,ɡʷ,d, / _E,Proto-Indo-European,Elian Greek
3346,kʷ,p," / _\{\ipa{a,o},C\}",Proto-Indo-European,Elian Greek
3347,kʰʷ,pʰ," / _\{\ipa{a,o},C\}",Proto-Indo-European,Elian Greek
3348,ɡʷ,b," / _\{\ipa{a,o},C\}",Proto-Indo-European,Elian Greek
3349,kʷ,k, / _\ipa{u},Proto-Indo-European,Elian Greek
3350,kʰʷ,kʰ, / _\ipa{u},Proto-Indo-European,Elian Greek
3351,ɡʷ,ɡ, / _\ipa{u},Proto-Indo-European,Elian Greek
3352,kʷ,k, / \ipa{u}_,Proto-Indo-European,Elian Greek
3353,kʰʷ,kʰ, / \ipa{u}_,Proto-Indo-European,Elian Greek
3354,ɡʷ,ɡ, / \ipa{u}_,Proto-Indo-European,Elian Greek
3355,ts,s,N/A,Proto-Indo-European,Elian Greek
3356,h,ɔ,N/A,Proto-Indo-European,Elian Greek
3357,n,ɔ, / _\ipa{s},Proto-Indo-European,Elian Greek
3358,h,ɔ,N/A,Proto-Indo-European,Elian Greek
3359,bʱ,pʰ,N/A,Proto-Indo-European,Ionic Greek
3360,dʱ,tʰ,N/A,Proto-Indo-European,Ionic Greek
3361,ɡʱ,kʰ,N/A,Proto-Indo-European,Ionic Greek
3362,s,h, / \#_,Proto-Indo-European,Ionic Greek
3363,s,h, / V_V,Proto-Indo-European,Ionic Greek
3364,t,ts, / _\ipa{i},Proto-Indo-European,Ionic Greek
3365,j,h,N/A,Proto-Indo-European,Ionic Greek
3366,kʷ,t, / _E,Proto-Indo-European,Ionic Greek
3367,kʰʷ,tʰ, / _E,Proto-Indo-European,Ionic Greek
3368,ɡʷ,d, / _E,Proto-Indo-European,Ionic Greek
3369,kʷ,p," / _\{\ipa{a,o},C\}",Proto-Indo-European,Ionic Greek
3370,kʰʷ,pʰ," / _\{\ipa{a,o},C\}",Proto-Indo-European,Ionic Greek
3371,ɡʷ,b," / _\{\ipa{a,o},C\}",Proto-Indo-European,Ionic Greek
3372,kʷ,k, / _\ipa{u},Proto-Indo-European,Ionic Greek
3373,kʰʷ,kʰ, / _\ipa{u},Proto-Indo-European,Ionic Greek
3374,ɡʷ,ɡ, / _\ipa{u},Proto-Indo-European,Ionic Greek
3375,kʷ,k, / \ipa{u}_,Proto-Indo-European,Ionic Greek
3376,kʰʷ,kʰ, / \ipa{u}_,Proto-Indo-European,Ionic Greek
3377,ɡʷ,ɡ, / \ipa{u}_,Proto-Indo-European,Ionic Greek
3378,ts,s,N/A,Proto-Indo-European,Ionic Greek
3379,h,ɔ,N/A,Proto-Indo-European,Ionic Greek
3380,ɑː,ae:,N/A,Proto-Indo-European,Ionic Greek
3381,n,ɔ, / _\ipa{s},Proto-Indo-European,Ionic Greek
3382,tʃ,s, / \#_,Proto-Indo-European,Ionic Greek
3383,tʃ,sː, / medial,Proto-Indo-European,Ionic Greek
3384,w,ɔ,N/A,Proto-Indo-European,Ionic Greek
3385,ae:,εː,N/A,Proto-Indo-European,Ionic Greek
3386,uːj,yːj,N/A,Proto-Indo-European,Ionic Greek
3387,uː,yː,N/A,Proto-Indo-European,Ionic Greek
3388,j,ɔ, / V\ipa{:}_,Proto-Indo-European,Ionic Greek
3389,eː,iː, / _V,Proto-Indo-European,Ionic Greek
3390,εː,eː,N/A,Proto-Indo-European,Ionic Greek
3391,ɑj,εː,N/A,Proto-Indo-European,Ionic Greek
3392,h,ɔ,N/A,Proto-Indo-European,Ionic Greek
3393,e,ε,N/A,Proto-Indo-European,Ionic Greek
3394,o,ɔ,N/A,Proto-Indo-European,Ionic Greek
3395,bʱ,pʰ,N/A,Proto-Indo-European,Laconian Greek
3396,dʱ,tʰ,N/A,Proto-Indo-European,Laconian Greek
3397,ɡʱ,kʰ,N/A,Proto-Indo-European,Laconian Greek
3398,s,h, / \#_,Proto-Indo-European,Laconian Greek
3399,s,h, / V_V,Proto-Indo-European,Laconian Greek
3400,t,ts, / _\ipa{i},Proto-Indo-European,Laconian Greek
3401,j,h,N/A,Proto-Indo-European,Laconian Greek
3402,kʷ,t, / _E,Proto-Indo-European,Laconian Greek
3403,kʰʷ,tʰ, / _E,Proto-Indo-European,Laconian Greek
3404,ɡʷ,d, / _E,Proto-Indo-European,Laconian Greek
3405,kʷ,p," / _\{\ipa{a,o},C\}",Proto-Indo-European,Laconian Greek
3406,kʰʷ,pʰ," / _\{\ipa{a,o},C\}",Proto-Indo-European,Laconian Greek
3407,ɡʷ,b," / _\{\ipa{a,o},C\}",Proto-Indo-European,Laconian Greek
3408,kʷ,k, / _\ipa{u},Proto-Indo-European,Laconian Greek
3409,kʰʷ,kʰ, / _\ipa{u},Proto-Indo-European,Laconian Greek
3410,ɡʷ,ɡ, / _\ipa{u},Proto-Indo-European,Laconian Greek
3411,kʷ,k, / \ipa{u}_,Proto-Indo-European,Laconian Greek
3412,kʰʷ,kʰ, / \ipa{u}_,Proto-Indo-European,Laconian Greek
3413,ɡʷ,ɡ, / \ipa{u}_,Proto-Indo-European,Laconian Greek
3414,ts,s,N/A,Proto-Indo-European,Laconian Greek
3415,h,ɔ,N/A,Proto-Indo-European,Laconian Greek
3416,n,ɔ, / _\ipa{s},Proto-Indo-European,Laconian Greek
3417,pʰ,f,N/A,Proto-Indo-European,Laconian Greek
3418,tʰ,θ,N/A,Proto-Indo-European,Laconian Greek
3419,kʰ,x,N/A,Proto-Indo-European,Laconian Greek
3420,bʱ,pʰ,N/A,Proto-Indo-European,Mycenaean Greek
3421,dʱ,tʰ,N/A,Proto-Indo-European,Mycenaean Greek
3422,ɡʱ,kʰ,N/A,Proto-Indo-European,Mycenaean Greek
3423,s,h, / \#_,Proto-Indo-European,Mycenaean Greek
3424,s,h, / V_V,Proto-Indo-European,Mycenaean Greek
3425,t,ts, / _\ipa{i},Proto-Indo-European,Mycenaean Greek
3426,j,h,N/A,Proto-Indo-European,Mycenaean Greek
3427,kʷ,t, / _E,Proto-Indo-European,Mycenaean Greek
3428,kʰʷ,tʰ, / _E,Proto-Indo-European,Mycenaean Greek
3429,ɡʷ,d, / _E,Proto-Indo-European,Mycenaean Greek
3430,kʷ,p," / _\{\ipa{a,o},C\}",Proto-Indo-European,Mycenaean Greek
3431,kʰʷ,pʰ," / _\{\ipa{a,o},C\}",Proto-Indo-European,Mycenaean Greek
3432,ɡʷ,b," / _\{\ipa{a,o},C\}",Proto-Indo-European,Mycenaean Greek
3433,kʷ,k, / _\ipa{u},Proto-Indo-European,Mycenaean Greek
3434,kʰʷ,kʰ, / _\ipa{u},Proto-Indo-European,Mycenaean Greek
3435,ɡʷ,ɡ, / _\ipa{u},Proto-Indo-European,Mycenaean Greek
3436,kʷ,k, / \ipa{u}_,Proto-Indo-European,Mycenaean Greek
3437,kʰʷ,kʰ, / \ipa{u}_,Proto-Indo-European,Mycenaean Greek
3438,ɡʷ,ɡ, / \ipa{u}_,Proto-Indo-European,Mycenaean Greek
3439,ts,s,N/A,Proto-Indo-European,Mycenaean Greek
3440,h,ɔ,N/A,Proto-Indo-European,Mycenaean Greek
3441,bʱ,p,N/A,Proto-Indo-European,Hittite
3442,dʱ,t,N/A,Proto-Indo-European,Hittite
3443,ɡʱ,k,N/A,Proto-Indo-European,Hittite
3444,kʷ,ku,N/A,Proto-Indo-European,Hittite
3445,ɡʷ,ɡu,N/A,Proto-Indo-European,Hittite
3446,ɡʷʱ,ku,N/A,Proto-Indo-European,Hittite
3447,t,ts," / _\{\ipa{i,e}\}",Proto-Indo-European,Hittite
3448,m,ɔ, / _\#,Proto-Indo-European,Hittite
3449,oː,aː,N/A,Proto-Indo-European,Hittite
3450,o,a,N/A,Proto-Indo-European,Hittite
3451,sm,am,N/A,Proto-Indo-European,Hittite
3452,sn,an,N/A,Proto-Indo-European,Hittite
3453,sr,ar,N/A,Proto-Indo-European,Hittite
3454,sl,al,N/A,Proto-Indo-European,Hittite
3455,w,m, / \ipa{u}_,Proto-Indo-European,Hittite
3456,r,ɔ, / \#_,Proto-Indo-European,Hittite
3457,r,ɔ," / _\# {\it ``sometimes??""}",Proto-Indo-European,Hittite
3458,eː,aː," / _R {\it ``sometimes??""}",Proto-Indo-European,Hittite
3459,e,a," / _R {\it ``sometimes??""}",Proto-Indo-European,Hittite
3460,ə,ɔ, / \#_,Proto-Indo-European,Proto-Indo-Iranian
3461,s,ʃ," / \{\ipa{u,i,l,r,}K,\'{K}\}",Proto-Indo-European,Proto-Indo-Iranian
3462,ptʃ,pʃ,N/A,Proto-Indo-European,Proto-Indo-Iranian
3463,ttʃ,t.ʃ,N/A,Proto-Indo-European,Proto-Indo-Iranian
3464,ddZʱ,d.Zʱ,N/A,Proto-Indo-European,Proto-Indo-Iranian
3465,t,ɔ, / _\ipa{St},Proto-Indo-European,Proto-Indo-Iranian
3466,d,ɔ, / _\ipa{Zd\super H},Proto-Indo-European,Proto-Indo-Iranian
3467,tʃʃ,ʃː,N/A,Proto-Indo-European,Proto-Indo-Iranian
3468,k,c," / _\ipa{e,i,j}",Proto-Indo-European,Proto-Indo-Iranian
3469,ɡ,ɟ," / _\ipa{e,i,j}",Proto-Indo-European,Proto-Indo-Iranian
3470,ɡʱ,ɟʱ," / _\ipa{e,i,j}",Proto-Indo-European,Proto-Indo-Iranian
3471,ʃ,:s,N/A,Proto-Indo-Iranian,Proto-Indo-Aryan
3472,ʒ,:z,N/A,Proto-Indo-Iranian,Proto-Indo-Aryan
3473,n,:n, / R(V)_,Proto-Indo-Iranian,Proto-Indo-Aryan
3474,t,:t, / \d{C}_ ! _\ipa{r},Proto-Indo-Iranian,Proto-Indo-Aryan
3475,dʱ,:dʱ, / \d{C}_ ! _\ipa{r},Proto-Indo-Iranian,Proto-Indo-Aryan
3476,d,:d, / \d{C}_ ! _\ipa{r},Proto-Indo-Iranian,Proto-Indo-Aryan
3477,n,:n, / \d{C}_ ! _\ipa{r},Proto-Indo-Iranian,Proto-Indo-Aryan
3478,s,:s, / _\d{C},Proto-Indo-Iranian,Proto-Indo-Aryan
3479,t,:t, / _\d{C},Proto-Indo-Iranian,Proto-Indo-Aryan
3480,dʱ,:dʱ, / _\d{C},Proto-Indo-Iranian,Proto-Indo-Aryan
3481,d,:d, / _\d{C},Proto-Indo-Iranian,Proto-Indo-Aryan
3482,n,:n, / _\d{C},Proto-Indo-Iranian,Proto-Indo-Aryan
3483,ls,:s, / ``disputed'',Proto-Indo-Iranian,Proto-Indo-Aryan
3484,lt,:t, / ``disputed'',Proto-Indo-Iranian,Proto-Indo-Aryan
3485,ldʱ,:dʱ, / ``disputed'',Proto-Indo-Iranian,Proto-Indo-Aryan
3486,ld,:d, / ``disputed'',Proto-Indo-Iranian,Proto-Indo-Aryan
3487,ln,:n, / ``disputed'',Proto-Indo-Iranian,Proto-Indo-Aryan
3488,s,:s," / _V\{\ipa{\:s,\:t,\:d(\super H)}\}",Proto-Indo-Iranian,Proto-Indo-Aryan
3489,ɔ,a, / \#_\ipa{z},Proto-Indo-Iranian,Proto-Indo-Aryan
3490,u:z,uː,N/A,Proto-Indo-Iranian,Proto-Indo-Aryan
3491,a:z,əː,N/A,Proto-Indo-Iranian,Proto-Indo-Aryan
3492,i:z,iː,N/A,Proto-Indo-Iranian,Proto-Indo-Aryan
3493,əː,oː, / \ipa{w}_,Proto-Indo-Iranian,Proto-Indo-Aryan
3494,əː,eː,N/A,Proto-Indo-Iranian,Proto-Indo-Aryan
3495,tʃ,tɕ,N/A,Proto-Indo-Iranian,Proto-Indo-Aryan
3496,dZʱ,dʑʱ,N/A,Proto-Indo-Iranian,Proto-Indo-Aryan
3497,dʒ,dʑ,N/A,Proto-Indo-Iranian,Proto-Indo-Aryan
3498,tɕ,ɕ,N/A,Proto-Indo-Iranian,Proto-Indo-Aryan
3499,dʑʱ,ɟʱ,N/A,Proto-Indo-Iranian,Proto-Indo-Aryan
3500,dʑ,ɟ,N/A,Proto-Indo-Iranian,Proto-Indo-Aryan
3501,tst,tː,N/A,Proto-Indo-Iranian,Proto-Indo-Aryan
3502,dzdʱ,dʱ:,N/A,Proto-Indo-Iranian,Proto-Indo-Aryan
3503,k,ɔ, / \#_\ipa{t},Proto-Indo-Iranian,Proto-Indo-Aryan
3504,p,ɔ, / \#_\ipa{st},Proto-Indo-Iranian,Proto-Indo-Aryan
3505,ɟʱ,ɦ,N/A,Proto-Indo-Iranian,Proto-Indo-Aryan
3506,dʱ,ɦ, / (unclear environment),Proto-Indo-Iranian,Proto-Indo-Aryan
3507,m,~V," / _(\#)\{\ipa{s,C}\}",Proto-Indo-Iranian,Proto-Indo-Aryan
3508,j,dʒ, / V_V,Proto-Indo-Aryan,Central Middle Indo-Aryan
3509,w,b, / V_V,Proto-Indo-Aryan,Central Middle Indo-Aryan
3510,e,i, / _\#,Proto-Indo-Aryan,Central Middle Indo-Aryan
3511,o,u, / _\#,Proto-Indo-Aryan,Central Middle Indo-Aryan
3512,:r,i,N/A,Proto-Indo-Aryan,Central Middle Indo-Aryan
3513,:s,x, / \ipa{k}_,Proto-Indo-Aryan,Central Middle Indo-Aryan
3514,v,ɔ," / \{\ipa{t,d}\}_",Proto-Indo-Aryan,Central Middle Indo-Aryan
3515,j,dʒ, / V_V,Proto-Indo-Aryan,Eastern Middle Indo-Aryan
3516,w,b, / V_V,Proto-Indo-Aryan,Eastern Middle Indo-Aryan
3517,e,i, / _\#,Proto-Indo-Aryan,Eastern Middle Indo-Aryan
3518,o,u, / _\#,Proto-Indo-Aryan,Eastern Middle Indo-Aryan
3519,:r,i,N/A,Proto-Indo-Aryan,Eastern Middle Indo-Aryan
3520,k:s,hk,N/A,Proto-Indo-Aryan,Eastern Middle Indo-Aryan
3521,:s,s,N/A,Proto-Indo-Aryan,Eastern Middle Indo-Aryan
3522,s,̧c,N/A,Proto-Indo-Aryan,Eastern Middle Indo-Aryan
3523,r,l,N/A,Proto-Indo-Aryan,Eastern Middle Indo-Aryan
3524,v,ɔ," / \{\ipa{t,d}\}_",Proto-Indo-Aryan,Eastern Middle Indo-Aryan
3525,j,dʒ, / V_V,Proto-Indo-Aryan,Northwestern Middle Indo-Aryan
3526,w,b, / V_V,Proto-Indo-Aryan,Northwestern Middle Indo-Aryan
3527,e,i, / _\#,Proto-Indo-Aryan,Northwestern Middle Indo-Aryan
3528,o,u, / _\#,Proto-Indo-Aryan,Northwestern Middle Indo-Aryan
3529,:r,i,N/A,Proto-Indo-Aryan,Northwestern Middle Indo-Aryan
3530,k:s,tʃː,N/A,Proto-Indo-Aryan,Northwestern Middle Indo-Aryan
3531,v,ɔ," / \{\ipa{t,d}\}_",Proto-Indo-Aryan,Northwestern Middle Indo-Aryan
3532,j,dʒ, / V_V,Proto-Indo-Aryan,Western Middle Indo-Aryan
3533,w,b, / V_V,Proto-Indo-Aryan,Western Middle Indo-Aryan
3534,e,i, / _\#,Proto-Indo-Aryan,Western Middle Indo-Aryan
3535,o,u, / _\#,Proto-Indo-Aryan,Western Middle Indo-Aryan
3536,:r,i,N/A,Proto-Indo-Aryan,Western Middle Indo-Aryan
3537,k:s,tʃː,N/A,Proto-Indo-Aryan,Western Middle Indo-Aryan
3538,tv,p,N/A,Proto-Indo-Aryan,Western Middle Indo-Aryan
3539,dv,b,N/A,Proto-Indo-Aryan,Western Middle Indo-Aryan
3540,l,r,N/A,Proto-Indo-Aryan,Vedic Sanskrit
3541,:dʱ,:lʱ,N/A,Proto-Indo-Aryan,Vedic Sanskrit
3542,:d,:l,N/A,Proto-Indo-Aryan,Vedic Sanskrit
3543,sɕ,ɕː,N/A,Proto-Indo-Aryan,Vedic Sanskrit
3544,ɕ:s,:s:,N/A,Proto-Indo-Aryan,Vedic Sanskrit
3545,sː,t.s,N/A,Proto-Indo-Aryan,Vedic Sanskrit
3546,:s:,t.:s,N/A,Proto-Indo-Aryan,Vedic Sanskrit
3547,ɕː,t.ɕ,N/A,Proto-Indo-Aryan,Vedic Sanskrit
3548,t.:s,k:s,N/A,Proto-Indo-Aryan,Vedic Sanskrit
3549,t.ɕ,cʰ:,N/A,Proto-Indo-Aryan,Vedic Sanskrit
3550,cʰ:,cʰ, / C_,Proto-Indo-Aryan,Vedic Sanskrit
3551,bzʱ,ps,N/A,Proto-Indo-Aryan,Vedic Sanskrit
3552,au,au, / ! _V,Vedic Sanskrit,Classical Sanskrit
3553,aːu,oː, / ! _V,Vedic Sanskrit,Classical Sanskrit
3554,ai,ai, / ! _V,Vedic Sanskrit,Classical Sanskrit
3555,aːi,eː, / ! _V,Vedic Sanskrit,Classical Sanskrit
3556,s,x," / \{\ipa{i,u,r,k}\}_",Proto-Indo-European,Proto-Slavic
3557,k,tʃ," / _\{\ipa{e(:)(i),i(:)}\}",Proto-Indo-European,Proto-Slavic
3558,ɡ,ʒ," / _\{\ipa{e(:)(i),i(:)}\}",Proto-Indo-European,Proto-Slavic
3559,x,ʃ," / _\{\ipa{e(:)(i),i(:)}\}",Proto-Indo-European,Proto-Slavic
3560,i,̑extsoftsign,N/A,Proto-Indo-European,Proto-Slavic
3561,u,̑exthardsign,N/A,Proto-Indo-European,Proto-Slavic
3562,iː,i,N/A,Proto-Indo-European,Proto-Slavic
3563,uː,ɨ,N/A,Proto-Indo-European,Proto-Slavic
3564,u,̑extsoftsign, / \ipa{j}_,Proto-Indo-European,Proto-Slavic
3565,eːi,i,N/A,Proto-Indo-European,Proto-Slavic
3566,ei,i,N/A,Proto-Indo-European,Proto-Slavic
3567,aːi,ae:,N/A,Proto-Indo-European,Proto-Slavic
3568,oːi,a,N/A,Proto-Indo-European,Proto-Slavic
3569,aːu,u,N/A,Proto-Indo-European,Proto-Slavic
3570,au,u,N/A,Proto-Indo-European,Proto-Slavic
3571,oːu,ju,N/A,Proto-Indo-European,Proto-Slavic
3572,ou,ju,N/A,Proto-Indo-European,Proto-Slavic
3573,e,̑extsoftsign, / _\ipa{j}V,Proto-Indo-European,Proto-Slavic
3574,e,o, / _\ipa{w}V,Proto-Indo-European,Proto-Slavic
3575,w,v,N/A,Proto-Indo-European,Proto-Slavic
3576,sm,̃e, / _C\$,Proto-Indo-European,Proto-Slavic
3577,sn,̃o, / _C\$,Proto-Indo-European,Proto-Slavic
3578,ae:,a, / ``After palatal fricatives and affricates'',Proto-Indo-European,Proto-Slavic
3579,eː,̃e, / _N\$,Proto-Indo-European,Proto-Slavic
3580,e,̃e, / _N\$,Proto-Indo-European,Proto-Slavic
3581,iː,̃o, / _N\$,Proto-Indo-European,Proto-Slavic
3582,i,̃o, / _N\$,Proto-Indo-European,Proto-Slavic
3583,oi,i, / ``Sometimes in final syllables'',Proto-Indo-European,Proto-Slavic
3584,o,̑exthardsign, / ``Sometimes in final syllables'',Proto-Indo-European,Proto-Slavic
3585,k,ts," / _\{\ipa{\ae:,i}\}",Proto-Indo-European,Proto-Slavic
3586,ɡ,dz," / _\{\ipa{\ae:,i}\}",Proto-Indo-European,Proto-Slavic
3587,x,s," / _\{\ipa{\ae:,i}\}",Proto-Indo-European,Proto-Slavic
3588,k,ts, / ``After some syllables with front vowels'',Proto-Indo-European,Proto-Slavic
3589,ɡ,dz, / ``After some syllables with front vowels'',Proto-Indo-European,Proto-Slavic
3590,x,s, / ``After some syllables with front vowels'',Proto-Indo-European,Proto-Slavic
3591,sj,ʃ,N/A,Proto-Indo-European,Proto-Slavic
3592,zj,ʒ,N/A,Proto-Indo-European,Proto-Slavic
3593,x,ɕ, / E_,Proto-Slavic,Polish
3594,εl,lɔ," / T_T ``in certain cases (mostly after a PSl. palato-alveolar"")",Proto-Slavic,Polish
3595,ɔl,lɔ, / T_T,Proto-Slavic,Polish
3596,ɔr,rɔ, / T_T,Proto-Slavic,Polish
3597,εl,lε, / T_T,Proto-Slavic,Polish
3598,εr,rε, / T_T,Proto-Slavic,Polish
3599,ɔr,ra," / \#_T ``in syllables with long vowels""",Proto-Slavic,Polish
3600,ɔl,la," / \#_T ``in syllables with long vowels""",Proto-Slavic,Polish
3601,ɔr,rɔ, / \#_T,Proto-Slavic,Polish
3602,ɔl,lɔ, / \#_T,Proto-Slavic,Polish
3603,j,lʲ," / \{\ipa{p,b,m,v}\}_ (sporadic)",Proto-Slavic,Polish
3604,ε,ɔ, / _C[-palatalized +dental] (also sporadically before plain non-dentals),Proto-Slavic,Polish
3605,̃E,̃O, / _C[-palatalized +dental] (also sporadically before plain non-dentals),Proto-Slavic,Polish
3606,εː,a, / _C[-palatalized +dental] (also sporadically before plain non-dentals),Proto-Slavic,Polish
3607,εː,ε,N/A,Proto-Slavic,Polish
3608,̑exthardsign,aː, / _\ipa{r},Proto-Slavic,Polish
3609,̑extsoftsign,aː, / \ipa{r}_C[+dental -palatalized],Proto-Slavic,Polish
3610,a,aː," / _\{C/U\}[+voiced][lost yer] (i.e., a voiced consonant or a cluster with one)",Proto-Slavic,Polish
